Car_id,Date,Customer Name,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Dealer_No ,Body Style,Phone,Dealer_Region,Mileage_km_total,Crash_Test_Score,Family_Size
C_CND_006968,10/15/2022,Emily,Male,806000,Gartner Buick Hyundai Saab,Dodge,Stratus,Overhead Camshaft,Manual,Pale White,25000,38701-8047,Hatchback,6898084,Middletown,53422,3,1
C_CND_006969,10/15/2022,Emma,Male,840000,Hatfield Volkswagen,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,99301-3882,Sedan,6194324,Aurora,90185,2,3
C_CND_006970,10/15/2022,Mohammed,Female,423000,U-Haul CO,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Pale White,23000,78758-7841,Hardtop,6815926,Austin,51502,4,2
C_CND_006971,10/15/2022,Nicholas,Male,518000,Suburban Ford,Nissan,Pathfinder,Overhead Camshaft,Manual,Pale White,16000,53546-9427,Hardtop,8792384,Janesville,49103,3,2
C_CND_006972,10/15/2022,Patrick,Male,1050000,Chrysler of Tri-Cities,Toyota,Tacoma,Overhead Camshaft,Manual,Black,36000,99301-3882,Hardtop,8676814,Pasco,26458,3,2
C_CND_006973,10/15/2022,Rehan,Male,1860000,Diehl Motor CO Inc,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,06457-3834,Hardtop,7233466,Middletown,33096,4,1
C_CND_006974,10/15/2022,Ricky,Male,13500,Gartner Buick Hyundai Saab,Plymouth,Breeze,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,38701-8047,Hardtop,7132639,Greenville,53507,3,3
C_CND_006975,10/15/2022,Evelyn,Female,1110000,Pars Auto Sales,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Pale White,15000,38701-8047,SUV,7141731,Middletown,67349,3,3
C_CND_006976,10/16/2022,Esther,Male,950000,Suburban Ford,Toyota,Sienna,Overhead Camshaft,Manual,Black,12000,53546-9427,Passenger,7717129,Janesville,87286,3,2
C_CND_006977,10/16/2022,Chelsea,Male,710500,Nebo Chevrolet,Mercedes-B,CL500,Overhead Camshaft,Manual,Black,22500,06457-3834,SUV,8354635,Middletown,65099,4,2
C_CND_006978,10/16/2022,Aron,Male,1250000,Pitre Buick-Pontiac-Gmc of Scottsdale,Toyota,Sienna,DoubleÂ Overhead Camshaft,Auto,Pale White,26001,99301-3882,Passenger,8123960,Pasco,47500,4,1
C_CND_006979,10/16/2022,Aviva,Male,465000,Saab-Belle Dodge,Chevrolet,Monte Carlo,Overhead Camshaft,Manual,Pale White,26000,60504-7114,Hatchback,7478778,Aurora,46811,3,1
C_CND_006980,10/16/2022,Ryan,Male,13500,McKinney Dodge Chrysler Jeep,Ford,Focus,Overhead Camshaft,Manual,Pale White,17000,85257-3102,Hardtop,6667975,Austin,43299,3,1
C_CND_006981,10/17/2022,Estrella,Male,380000,Tri-State Mack Inc,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Black,27000,85257-3102,SUV,7694848,Scottsdale,65151,4,1
C_CND_006982,10/17/2022,Chloe,Male,752000,New Castle Ford Lincoln Mercury,Mitsubishi,Galant,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,60504-7114,Passenger,6063832,Aurora,19253,3,1
C_CND_006983,10/17/2022,Arthur,Male,1460800,Progressive Shippers Cooperative Association No,Lincoln,Continental,Overhead Camshaft,Manual,Black,18081,53546-9427,Passenger,8940885,Janesville,45443,2,1
C_CND_006984,10/17/2022,Baila,Male,1290000,Scrivener Performance Engineering,Plymouth,Voyager,Overhead Camshaft,Manual,Pale White,20000,38701-8047,Passenger,8747850,Greenville,52339,4,1
C_CND_006985,10/17/2022,Fatima,Male,695000,Progressive Shippers Cooperative Association No,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,53546-9427,Hatchback,7978105,Greenville,56148,3,1
C_CND_006986,10/18/2022,Eva,Male,689000,U-Haul CO,Mercedes-B,E-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,78758-7841,Sedan,6776897,Austin,28969,3,1
C_CND_006987,10/18/2022,Evelyn,Male,1400000,Buddy Storbeck's Diesel Service Inc,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,06457-3834,Hatchback,7674596,Middletown,44740,3,2
C_CND_006988,10/18/2022,Faith,Male,965000,C & M Motors Inc,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,60504-7114,Sedan,6638497,Aurora,49615,4,1
C_CND_006989,10/18/2022,Fatima,Male,1338000,Capitol KIA,Ford,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Pale White,29800,38701-8047,Passenger,7222131,Greenville,49650,3,1
C_CND_006990,10/18/2022,Fernanda,Male,13500,Chrysler of Tri-Cities,BMW,528i,Overhead Camshaft,Manual,Pale White,16000,99301-3882,SUV,7973274,Pasco,76038,4,4
C_CND_006991,10/18/2022,Patrick,Male,715000,Motor Vehicle Branch Office,Honda,Passport,Overhead Camshaft,Manual,Pale White,13000,78758-7841,Hardtop,8024482,Austin,90258,3,4
C_CND_006992,10/18/2022,Dakota,Female,500000,Pitre Buick-Pontiac-Gmc of Scottsdale,Oldsmobile,Cutlass,Overhead Camshaft,Manual,Pale White,41000,99301-3882,Sedan,6070955,Pasco,26499,4,1
C_CND_006993,10/18/2022,Danielle,Female,611000,Progressive Shippers Cooperative Association No,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,53546-9427,Hatchback,6347382,Janesville,31132,4,1
C_CND_006994,10/18/2022,Destiny,Male,650000,Rabun Used Car Sales,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Pale White,24000,85257-3102,Sedan,7334799,Scottsdale,40104,2,3
C_CND_006995,10/18/2022,Eden,Male,435000,Race Car Help,Hyundai,Accent,Overhead Camshaft,Manual,Black,18000,78758-7841,Hatchback,6596675,Austin,52652,2,2
C_CND_006996,10/18/2022,Aryeh,Male,1152500,Rabun Used Car Sales,Ford,Taurus,Overhead Camshaft,Manual,Pale White,22251,85257-3102,SUV,6440234,Scottsdale,71008,3,5
C_CND_006997,10/18/2022,Nisanur,Male,4690000,Scrivener Performance Engineering,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Black,12001,38701-8047,Hardtop,8581990,Greenville,93754,2,2
C_CND_006998,10/18/2022,Ashton,Male,1474000,Ryder Truck Rental and Leasing,Acura,TL,Overhead Camshaft,Manual,Pale White,14400,06457-3834,Hatchback,6772864,Middletown,99153,3,2
C_CND_006999,10/18/2022,August,Male,800000,Saab-Belle Dodge,Mitsubishi,Diamante,Overhead Camshaft,Manual,Pale White,25000,60504-7114,Hatchback,7505511,Aurora,40494,3,1
C_CND_007000,10/18/2022,Augustus,Female,13500,Scrivener Performance Engineering,Pontiac,Sunfire,DoubleÂ Overhead Camshaft,Auto,Black,18000,38701-8047,Sedan,7576918,Greenville,47913,3,2
C_CND_007001,10/18/2022,Basya,Male,1335000,Star Enterprises Inc,Saab,5-Sep,Overhead Camshaft,Manual,Pale White,28500,99301-3882,Hatchback,8705073,Pasco,48804,3,1
C_CND_007002,10/18/2022,Batsheva,Male,352500,Suburban Ford,Honda,Civic,Overhead Camshaft,Manual,Black,43500,53546-9427,Hatchback,6912660,Janesville,28663,5,1
C_CND_007003,10/18/2022,Beatrice,Male,13500,Tri-State Mack Inc,BMW,528i,Overhead Camshaft,Manual,Pale White,25000,85257-3102,SUV,8841103,Scottsdale,65098,3,3
C_CND_007004,10/18/2022,Beatrix,Female,782500,U-Haul CO,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Pale White,12500,78758-7841,Sedan,8769492,Austin,93708,2,4
C_CND_007005,10/18/2022,Bella,Male,1875000,Buddy Storbeck's Diesel Service Inc,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Black,39500,06457-3834,Sedan,7547655,Middletown,30432,4,1
C_CND_007006,10/18/2022,Fernanda,Male,940000,Rabun Used Car Sales,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Black,9000,85257-3102,Hatchback,6449197,Pasco,91255,3,2
C_CND_007007,10/18/2022,Sean,Male,632500,Nebo Chevrolet,Chevrolet,Prizm,Overhead Camshaft,Manual,Black,16500,06457-3834,Hardtop,7734580,Middletown,47921,3,3
C_CND_007008,10/18/2022,Charles,Male,13500,Ryder Truck Rental and Leasing,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,26000,06457-3834,Sedan,7491425,Scottsdale,38158,4,1
C_CND_007009,10/18/2022,Chase,Male,13500,Saab-Belle Dodge,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Black,14000,60504-7114,SUV,8106566,Austin,115719,2,4
C_CND_007010,10/18/2022,Chris,Male,850000,Scrivener Performance Engineering,BMW,528i,Overhead Camshaft,Manual,Black,21000,38701-8047,SUV,6518705,Middletown,65924,4,4
C_CND_007011,10/19/2022,Gabriela,Female,1200000,Chrysler Plymouth,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,53546-9427,Hatchback,7934328,Janesville,49779,3,4
C_CND_007012,10/19/2022,Gabriella,Male,800000,Classic Chevy,Mercedes-B,SLK230,Overhead Camshaft,Manual,Pale White,71000,85257-3102,Hatchback,6518149,Scottsdale,15210,3,1
C_CND_007013,10/19/2022,Gabrielle,Male,651000,Clay Johnson Auto Sales,Oldsmobile,Bravada,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,78758-7841,Hatchback,7932423,Austin,43332,4,1
C_CND_007014,10/19/2022,Genesis,Male,920000,Diehl Motor CO Inc,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,06457-3834,SUV,7253013,Middletown,45194,4,1
C_CND_007015,10/19/2022,Charles,Male,1390000,Enterprise Rent A Car,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Pale White,39000,60504-7114,Passenger,7350253,Aurora,28455,2,3
C_CND_007016,10/19/2022,Chase,Male,13500,Gartner Buick Hyundai Saab,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,38701-8047,SUV,7957876,Greenville,66804,3,3
C_CND_007017,10/19/2022,Chris,Female,1300000,Hatfield Volkswagen,Dodge,Caravan,DoubleÂ Overhead Camshaft,Auto,Black,23000,99301-3882,Hatchback,7382737,Pasco,52562,3,2
C_CND_007018,10/19/2022,Paul,Male,756001,Nebo Chevrolet,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,24000,06457-3834,Hardtop,7318052,Middletown,48651,3,1
C_CND_007019,10/19/2022,Elizabeth,Male,338000,Saab-Belle Dodge,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Black,9000,60504-7114,SUV,6417692,Aurora,117768,2,4
C_CND_007020,10/19/2022,Emani,Female,370000,Scrivener Performance Engineering,Hyundai,Elantra,Overhead Camshaft,Manual,Pale White,22000,38701-8047,Sedan,8478042,Greenville,43595,2,2
C_CND_007021,10/19/2022,Emily,Male,1340000,Star Enterprises Inc,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Pale White,29000,99301-3882,Hatchback,6286287,Pasco,57300,4,1
C_CND_007022,10/19/2022,Emma,Female,13500,Suburban Ford,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,12000,53546-9427,Hatchback,6118538,Janesville,95926,2,3
C_CND_007023,10/19/2022,Philip,Male,1295000,Pars Auto Sales,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Pale White,12500,38701-8047,Hardtop,8856251,Greenville,86805,2,3
C_CND_007024,10/19/2022,Eva,Male,440000,U-Haul CO,Toyota,Sienna,Overhead Camshaft,Manual,Black,27000,78758-7841,Passenger,6172323,Austin,47312,4,1
C_CND_007025,10/19/2022,Austin,Male,1391000,Star Enterprises Inc,Mercedes-B,E-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,31100,99301-3882,Sedan,6162258,Pasco,28415,3,2
C_CND_007026,10/19/2022,Avi,Male,452000,Suburban Ford,Ford,Taurus,Overhead Camshaft,Manual,Black,43000,53546-9427,SUV,8962679,Janesville,46264,4,2
C_CND_007027,10/19/2022,Kawther,Male,13500,Suburban Ford,Mercedes-B,M-Class,DoubleÂ Overhead Camshaft,Auto,Black,18001,53546-9427,Hardtop,6273413,Janesville,53328,3,1
C_CND_007028,10/19/2022,Sabrina,Male,3850000,Capitol KIA,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,21001,38701-8047,Hardtop,6677520,Greenville,51063,2,1
C_CND_007029,10/19/2022,Avrum,Female,1505000,Progressive Shippers Cooperative Association No,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,28500,53546-9427,SUV,6498703,Janesville,64882,3,3
C_CND_007030,10/19/2022,Ayden,Male,1322000,Rabun Used Car Sales,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Red,41200,85257-3102,SUV,7687577,Scottsdale,52008,4,3
C_CND_007031,10/19/2022,Baruch,Male,1102200,Race Car Help,Lexus,GS300,Overhead Camshaft,Manual,Red,17220,78758-7841,Passenger,8038563,Austin,48776,3,2
C_CND_007032,10/19/2022,Blima,Male,1390000,C & M Motors Inc,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Auto,Black,60000,60504-7114,Passenger,8727771,Aurora,26525,4,2
C_CND_007033,10/19/2022,Blimy,Male,643500,Capitol KIA,Toyota,RAV4,DoubleÂ Overhead Camshaft,Auto,Pale White,27500,38701-8047,Hatchback,8501198,Greenville,53587,3,1
C_CND_007034,10/19/2022,Bracha,Female,13500,Chrysler of Tri-Cities,Mercury,Villager,DoubleÂ Overhead Camshaft,Auto,Pale White,36000,99301-3882,Passenger,8398673,Pasco,30477,3,1
C_CND_007035,10/19/2022,Breindy,Female,13500,Chrysler Plymouth,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,20000,53546-9427,Passenger,6138903,Janesville,47305,3,1
C_CND_007036,10/19/2022,Brianna,Male,13500,Classic Chevy,Mercedes-B,SLK,Overhead Camshaft,Manual,Pale White,17000,85257-3102,Passenger,6466760,Scottsdale,54524,3,2
C_CND_007037,10/19/2022,Bridget,Male,13500,Clay Johnson Auto Sales,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Black,39000,78758-7841,Sedan,7560859,Austin,33809,3,1
C_CND_007038,10/19/2022,Brielle,Male,541000,Diehl Motor CO Inc,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Black,31000,06457-3834,SUV,7104035,Middletown,50155,3,4
C_CND_007039,10/19/2022,Shayan,Male,831000,Pitre Buick-Pontiac-Gmc of Scottsdale,Audi,A4,Overhead Camshaft,Manual,Pale White,12000,99301-3882,Hardtop,7078185,Pasco,86951,4,1
C_CND_007040,10/19/2022,Christopher,Male,1260000,Suburban Ford,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Red,41000,53546-9427,Hatchback,7076862,Greenville,35606,4,1
C_CND_007041,10/19/2022,Cristian,Female,800000,Tri-State Mack Inc,Cadillac,DeVille,DoubleÂ Overhead Camshaft,Auto,Red,22000,85257-3102,SUV,8088773,Pasco,69938,3,4
C_CND_007042,10/19/2022,Stanley,Male,1250000,Progressive Shippers Cooperative Association No,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,53546-9427,Hardtop,6481759,Janesville,24419,3,1
C_CND_007043,10/19/2022,Cristopher,Male,13500,Progressive Shippers Cooperative Association No,Lexus,LS400,Overhead Camshaft,Manual,Black,69000,53546-9427,Sedan,8025201,Scottsdale,32224,3,1
C_CND_007044,10/19/2022,Damian,Male,13500,Rabun Used Car Sales,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60000,85257-3102,Sedan,6187936,Austin,26563,3,1
C_CND_007045,10/19/2022,Damien,Female,720000,Race Car Help,Ford,Escort,Overhead Camshaft,Manual,Black,11000,78758-7841,Passenger,8057111,Janesville,90108,2,3
C_CND_007046,10/20/2022,Christian,Female,1280000,Iceberg Rentals,Nissan,Xterra,DoubleÂ Overhead Camshaft,Auto,Black,26000,53546-9427,Passenger,8512065,Janesville,39656,3,1
C_CND_007047,10/20/2022,Christopher,Female,420000,McKinney Dodge Chrysler Jeep,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Black,23000,85257-3102,Hatchback,6808146,Scottsdale,45210,3,1
C_CND_007048,10/20/2022,Cristian,Female,13500,Motor Vehicle Branch Office,Lexus,LS400,Overhead Camshaft,Manual,Red,13000,78758-7841,Sedan,8044925,Austin,92582,2,3
C_CND_007049,10/20/2022,Cristofer,Male,495000,Nebo Chevrolet,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Red,19000,06457-3834,Sedan,8895808,Middletown,46668,3,1
C_CND_007050,10/20/2022,Cristopher,Female,1357500,New Castle Ford Lincoln Mercury,Audi,A4,DoubleÂ Overhead Camshaft,Auto,Black,27750,60504-7114,Hatchback,7149739,Aurora,47830,3,1
C_CND_007051,10/20/2022,Faith,Male,13500,Progressive Shippers Cooperative Association No,Plymouth,Prowler,Overhead Camshaft,Manual,Pale White,16000,53546-9427,Hatchback,6028940,Janesville,52100,4,1
C_CND_007052,10/20/2022,Juitette,Male,790000,C & M Motors Inc,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,26000,60504-7114,Hardtop,6975582,Aurora,53877,4,2
C_CND_007053,10/20/2022,Fatoumata,Male,550000,Race Car Help,Cadillac,Eldorado,Overhead Camshaft,Manual,Red,37000,78758-7841,Passenger,8623688,Austin,29368,4,1
C_CND_007054,10/20/2022,Gabriella,Male,373500,Ryder Truck Rental and Leasing,Mercedes-B,SLK,DoubleÂ Overhead Camshaft,Auto,Pale White,46500,06457-3834,Passenger,7085384,Middletown,33759,4,1
C_CND_007055,10/20/2022,Gabrielle,Male,13500,Saab-Belle Dodge,Jeep,Wrangler,Overhead Camshaft,Manual,Pale White,23000,60504-7114,Hatchback,6013450,Aurora,52811,3,2
C_CND_007056,10/20/2022,Beckett,Male,13500,Ryder Truck Rental and Leasing,Lincoln,Town car,Overhead Camshaft,Manual,Pale White,33000,06457-3834,Hatchback,8405634,Middletown,29885,3,1
C_CND_007057,10/20/2022,Ben,Male,1401000,Saab-Belle Dodge,Toyota,4Runner,DoubleÂ Overhead Camshaft,Auto,Black,26100,60504-7114,Sedan,8691703,Aurora,47383,5,3
C_CND_007058,10/20/2022,Benjamin,Male,1782000,Scrivener Performance Engineering,Ford,F-Series,Overhead Camshaft,Manual,Black,22200,38701-8047,Passenger,7217699,Greenville,52032,3,2
C_CND_007059,10/20/2022,Bennett,Female,1300000,Star Enterprises Inc,Acura,RL,Overhead Camshaft,Manual,Red,17000,99301-3882,SUV,6591335,Pasco,69042,4,3
C_CND_007060,10/20/2022,Benzion,Male,13500,Suburban Ford,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Black,23000,53546-9427,Sedan,6427336,Janesville,52259,3,1
C_CND_007061,10/20/2022,Candice,Male,925000,Pars Auto Sales,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Black,16000,38701-8047,Hardtop,6216070,Greenville,49231,3,1
C_CND_007062,10/20/2022,Bruchy,Male,550000,Gartner Buick Hyundai Saab,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,38701-8047,SUV,7050997,Greenville,72123,4,2
C_CND_007063,10/20/2022,Caitlin,Male,13500,Hatfield Volkswagen,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,27000,99301-3882,Hatchback,7999885,Pasco,50552,3,1
C_CND_007064,10/20/2022,Camilla,Male,580000,Iceberg Rentals,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Red,13000,53546-9427,Hatchback,7263808,Janesville,83820,2,2
C_CND_007065,10/20/2022,Camille,Female,13500,McKinney Dodge Chrysler Jeep,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Auto,Pale White,17000,85257-3102,Passenger,8634217,Scottsdale,49973,4,1
C_CND_007066,10/20/2022,Daniel,Male,550000,Ryder Truck Rental and Leasing,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Red,39000,06457-3834,Sedan,7303076,Scottsdale,29673,4,1
C_CND_007067,10/20/2022,Danny,Male,13500,Saab-Belle Dodge,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,60504-7114,Hatchback,8389787,Austin,30851,4,3
C_CND_007068,10/20/2022,Dante,Male,1355000,Scrivener Performance Engineering,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Pale White,38500,38701-8047,Sedan,7245042,Middletown,32755,3,1
C_CND_007069,10/20/2022,Dariel,Male,1388000,Star Enterprises Inc,Cadillac,Eldorado,Overhead Camshaft,Manual,Black,85800,99301-3882,Passenger,6544024,Aurora,25972,4,1
C_CND_007070,10/20/2022,Darwin,Male,964000,Suburban Ford,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Black,60000,53546-9427,Hatchback,6068507,Greenville,31200,3,1
C_CND_007071,10/22/2022,Damian,Male,370000,Pars Auto Sales,Toyota,Sienna,Overhead Camshaft,Manual,Black,12000,38701-8047,Passenger,6726470,Greenville,85805,4,3
C_CND_007072,10/22/2022,Damien,Male,1100000,Pitre Buick-Pontiac-Gmc of Scottsdale,Toyota,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,99301-3882,SUV,7916663,Pasco,69443,4,1
C_CND_007073,10/22/2022,Genesis,Male,280500,Scrivener Performance Engineering,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Black,22500,38701-8047,Hatchback,6700356,Greenville,46187,4,1
C_CND_007074,10/22/2022,Gianna,Male,640000,Star Enterprises Inc,Honda,Accord,Overhead Camshaft,Manual,Black,43000,99301-3882,Sedan,6756595,Pasco,26818,3,1
C_CND_007075,10/22/2022,Berish,Male,13500,Tri-State Mack Inc,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Red,45000,85257-3102,SUV,8392467,Scottsdale,44439,3,2
C_CND_007076,10/22/2022,Binyomin,Male,735000,U-Haul CO,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,78758-7841,Hatchback,6742990,Austin,53461,3,1
C_CND_007077,10/22/2022,Matteo,Male,743000,Pitre Buick-Pontiac-Gmc of Scottsdale,Honda,Passport,Overhead Camshaft,Manual,Pale White,13000,99301-3882,Hardtop,6136199,Pasco,103321,3,4
C_CND_007078,10/22/2022,Cassidy,Female,637000,Nebo Chevrolet,Volvo,S40,Overhead Camshaft,Manual,Black,36000,06457-3834,Sedan,7639664,Middletown,25776,3,1
C_CND_007079,10/22/2022,David,Male,1805000,Tri-State Mack Inc,Jaguar,S-Type,DoubleÂ Overhead Camshaft,Auto,Black,16500,85257-3102,Passenger,7449006,Pasco,54055,2,2
C_CND_007080,10/22/2022,Dennis,Male,1420000,U-Haul CO,Lexus,LS400,Overhead Camshaft,Manual,Black,69000,78758-7841,Sedan,6461899,Janesville,36485,4,2
C_CND_007081,10/23/2022,Daniel,Male,13500,Progressive Shippers Cooperative Association No,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,69000,53546-9427,Passenger,8488660,Janesville,27566,3,2
C_CND_007082,10/23/2022,Danny,Male,1100000,Rabun Used Car Sales,Toyota,Camry,Overhead Camshaft,Manual,Black,34000,85257-3102,Hatchback,6008010,Scottsdale,34343,5,1
C_CND_007083,10/23/2022,Dante,Male,1355000,Race Car Help,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33500,78758-7841,Hatchback,8451657,Austin,27197,4,3
C_CND_007084,10/23/2022,Dariel,Male,1206000,Ryder Truck Rental and Leasing,Volkswagen,Jetta,Overhead Camshaft,Manual,Pale White,45600,06457-3834,Passenger,8829776,Middletown,35747,2,1
C_CND_007085,10/23/2022,Darwin,Male,486500,Saab-Belle Dodge,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Black,31500,60504-7114,SUV,8656029,Aurora,54648,3,3
C_CND_007086,10/23/2022,David,Male,1010000,Scrivener Performance Engineering,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,26001,38701-8047,Hatchback,7659590,Greenville,49112,4,2
C_CND_007087,10/23/2022,Dennis,Female,597000,Star Enterprises Inc,Chrysler,Town & Country,Overhead Camshaft,Manual,Pale White,17001,99301-3882,Sedan,8207591,Pasco,51374,2,1
C_CND_007088,10/23/2022,Dereck,Female,1205000,Suburban Ford,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Pale White,17501,53546-9427,Sedan,7869662,Janesville,46917,3,1
C_CND_007089,10/23/2022,Derek,Male,899000,Tri-State Mack Inc,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,25001,85257-3102,SUV,6204396,Scottsdale,64542,3,2
C_CND_007090,10/23/2022,Derick,Female,1375000,U-Haul CO,Pontiac,Sunfire,Overhead Camshaft,Manual,Pale White,28501,78758-7841,Sedan,6402728,Austin,53004,3,2
C_CND_007091,10/23/2022,Devin,Male,13500,Progressive Shippers Cooperative Association No,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,10001,53546-9427,SUV,8572488,Janesville,110934,3,3
C_CND_007092,10/23/2022,Diego,Male,1415000,Rabun Used Car Sales,Dodge,Ram Pickup,Overhead Camshaft,Manual,Red,25501,85257-3102,Hatchback,6577663,Austin,43856,3,3
C_CND_007093,10/23/2022,Dominic,Male,1185000,Race Car Help,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,49501,78758-7841,Hatchback,8509497,Austin,29734,3,1
C_CND_007094,10/23/2022,Dominick,Male,1060000,Ryder Truck Rental and Leasing,Audi,A6,Overhead Camshaft,Manual,Black,15001,06457-3834,SUV,6262413,Middletown,67920,4,3
C_CND_007095,10/23/2022,Dylan,Male,716000,Saab-Belle Dodge,Nissan,Sentra,DoubleÂ Overhead Camshaft,Auto,Black,16001,60504-7114,Passenger,7261871,Aurora,50478,3,1
C_CND_007096,10/23/2022,Giselle,Male,1322000,Suburban Ford,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,21200,53546-9427,Hatchback,6847587,Janesville,40362,3,3
C_CND_007097,10/23/2022,Leo,Male,775500,Diehl Motor CO Inc,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,26500,06457-3834,Hardtop,7512836,Middletown,43810,3,2
C_CND_007098,10/23/2022,Hailey,Male,13500,U-Haul CO,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,17000,78758-7841,Hatchback,7012468,Austin,43995,3,1
C_CND_007099,10/23/2022,Madeleine,Male,13500,Scrivener Performance Engineering,Ford,Ranger,DoubleÂ Overhead Camshaft,Auto,Black,61000,38701-8047,Hardtop,8645812,Greenville,29953,5,1
C_CND_007100,10/23/2022,Madeline,Male,2050000,Star Enterprises Inc,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,99301-3882,Hardtop,7585082,Pasco,42579,3,2
C_CND_007101,10/23/2022,Hawa,Male,705000,Capitol KIA,Toyota,Camry,Overhead Camshaft,Manual,Black,34000,38701-8047,Hatchback,8136531,Greenville,19823,3,1
C_CND_007102,10/23/2022,Heaven,Male,705000,Chrysler of Tri-Cities,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Red,19000,99301-3882,Sedan,6719453,Pasco,48157,3,1
C_CND_007103,10/23/2022,Imani,Male,790000,Chrysler Plymouth,Cadillac,Eldorado,Overhead Camshaft,Manual,Black,29000,53546-9427,Passenger,6743649,Janesville,48124,3,1
C_CND_007104,10/23/2022,Isabella,Male,676000,Classic Chevy,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Red,21000,85257-3102,SUV,8808218,Scottsdale,68649,3,2
